persons_count,landing_year,noc_2011_level4_eng_desc
80,2008,6311 - Food service supervisors
10,2008,6312 - Executive housekeepers
90,2008,"6313 - Accommodation, travel, tourism and related services supervisors"
15,2008,6315 - Cleaning supervisors
--,2008,6316 - Other services supervisors
275,2008,6321 - Chefs
485,2008,6322 - Cooks
30,2008,"6331 - Butchers, meat cutters and fishmongers - retail and wholesale"
105,2008,6332 - Bakers
185,2008,6341 - Hairstylists and barbers
115,2008,"6342 - Tailors, dressmakers, furriers and milliners"
10,2008,6343 - Shoe repairers and shoemakers
50,2008,"6344 - Jewellers, jewellery and watch repairers and related occupations"
10,2008,6345 - Upholsterers
--,2008,6346 - Funeral directors and embalmers
320,2008,6411 - Sales and account representatives - wholesale trade (non-technical)
395,2008,6421 - Retail salespersons
30,2008,6511 - Maîtres d'hôtel and hosts/hostesses
30,2008,6512 - Bartenders
130,2008,6513 - Food and beverage servers
85,2008,6521 - Travel counsellors
30,2008,6522 - Pursers and flight attendants
45,2008,6523 - Airline ticket and service agents
10,2008,"6524 - Ground and water transport ticket agents, cargo service representatives and related clerks"
80,2008,6525 - Hotel front desk clerks
40,2008,6531 - Tour and travel guides
--,2008,6532 - Outdoor sport and recreational guides
80,2008,6541 - Security guards and related security service occupations
80,2008,6551 - Customer services representatives - financial institutions
215,2008,6552 - Other customer and information services representatives
--,2008,"6561 - Image, social and other personal consultants"
75,2008,"6562 - Estheticians, electrologists and related occupations"
10,2008,6563 - Pet groomers and animal care workers
--,2008,6564 - Other personal service occupations
75,2008,6611 - Cashiers
--,2008,6621 - Service station attendants
10,2008,"6622 - Store shelf stockers, clerks and order fillers"
30,2008,6623 - Other sales related occupations
15,2008,"6711 - Food counter attendants, kitchen helpers and related support occupations"
10,2008,"6721 - Support occupations in accommodation, travel and facilities set-up services"
--,2008,"6722 - Operators and attendants in amusement, recreation and sport"
105,2008,6731 - Light duty cleaners
--,2008,6732 - Specialized cleaners
25,2008,"6733 - Janitors, caretakers and building superintendents"
5,2008,"6742 - Other service support occupations, n.e.c."
30,2008,"7201 - Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations"
25,2008,"7202 - Contractors and supervisors, electrical trades and telecommunications occupations"
10,2008,"7203 - Contractors and supervisors, pipefitting trades"
20,2008,"7204 - Contractors and supervisors, carpentry trades"
45,2008,"7205 - Contractors and supervisors, other construction trades, installers, repairers and servicers"
185,2008,7231 - Machinists and machining and tooling inspectors
60,2008,7232 - Tool and die makers
20,2008,7233 - Sheet metal workers
5,2008,7234 - Boilermakers
20,2008,7235 - Structural metal and platework fabricators and fitters
10,2008,7236 - Ironworkers
430,2008,7237 - Welders and related machine operators
180,2008,7241 - Electricians (except industrial and power system)
85,2008,7242 - Industrial electricians
25,2008,7243 - Power system electricians
30,2008,7244 - Electrical power line and cable workers
30,2008,7245 - Telecommunications line and cable workers
85,2008,7246 - Telecommunications installation and repair workers
10,2008,7247 - Cable television service and maintenance technicians
75,2008,7251 - Plumbers
20,2008,"7252 - Steamfitters, pipefitters and sprinkler system installers"
10,2008,7253 - Gas fitters
355,2008,7271 - Carpenters
90,2008,7272 - Cabinetmakers
120,2008,7281 - Bricklayers
40,2008,7282 - Concrete finishers
30,2008,7283 - Tilesetters
40,2008,"7284 - Plasterers, drywall installers and finishers and lathers"
45,2008,7291 - Roofers and shinglers
5,2008,7292 - Glaziers
--,2008,7293 - Insulators
55,2008,7294 - Painters and decorators (except interior decorators)
20,2008,7295 - Floor covering installers
70,2008,"7301 - Contractors and supervisors, mechanic trades"
15,2008,"7302 - Contractors and supervisors, heavy equipment operator crews"
15,2008,"7303 - Supervisors, printing and related occupations"
--,2008,"7304 - Supervisors, railway transport operations"
15,2008,"7305 - Supervisors, motor transport and other ground transit operators"
65,2008,7311 - Construction millwrights and industrial mechanics
85,2008,7312 - Heavy-duty equipment mechanics
55,2008,7313 - Refrigeration and air conditioning mechanics
--,2008,7314 - Railway carmen/women
60,2008,7315 - Aircraft mechanics and aircraft inspectors
20,2008,7316 - Machine fitters
10,2008,7318 - Elevator constructors and mechanics
315,2008,"7321 - Automotive service technicians, truck and bus mechanics and mechanical repairers"
40,2008,7322 - Motor vehicle body repairers
--,2008,7331 - Oil and solid fuel heating mechanics
10,2008,7332 - Appliance servicers and repairers
45,2008,7333 - Electrical mechanics
5,2008,"7334 - Motorcycle, all-terrain vehicle and other related mechanics"
5,2008,7335 - Other small engine and small equipment repairers
--,2008,7361 - Railway and yard locomotive engineers
--,2008,7362 - Railway conductors and brakemen/women
--,2008,7371 - Crane operators
--,2008,"7372 - Drillers and blasters - surface mining, quarrying and construction"
--,2008,7373 - Water well drillers
20,2008,7381 - Printing press operators
25,2008,"7384 - Other trades and related occupations, n.e.c."
15,2008,7441 - Residential and commercial installers and servicers
--,2008,7442 - Waterworks and gas maintenance workers
5,2008,7445 - Other repairers and servicers
--,2008,7451 - Longshore workers
50,2008,7452 - Material handlers
480,2008,7511 - Transport truck drivers
20,2008,"7512 - Bus drivers, subway operators and other transit operators"
95,2008,7513 - Taxi and limousine drivers and chauffeurs
40,2008,7514 - Delivery and courier service drivers
10,2008,7521 - Heavy equipment operators (except crane)
--,2008,7522 - Public works maintenance equipment operators and related workers
--,2008,7531 - Railway yard and track maintenance workers
15,2008,7532 - Water transport deck and engine room crew
--,2008,7533 - Boat and cable ferry operators and related occupations
--,2008,7534 - Air transport ramp attendants
45,2008,7535 - Other automotive mechanical installers and servicers
205,2008,7611 - Construction trades helpers and labourers
35,2008,7612 - Other trades helpers and labourers
5,2008,7621 - Public works and maintenance labourers
5,2008,7622 - Railway and motor transport labourers
--,2008,"8221 - Supervisors, mining and quarrying"
5,2008,"8222 - Contractors and supervisors, oil and gas drilling and services"
--,2008,8231 - Underground production and development miners
20,2008,"8232 - Oil and gas well drillers, servicers, testers and related workers"
200,2008,"8252 - Agricultural service contractors, farm supervisors and specialized livestock workers"
10,2008,"8255 - Contractors and supervisors, landscaping, grounds maintenance and horticulture services"
--,2008,8261 - Fishing masters and officers
5,2008,8262 - Fishermen/women
--,2008,8411 - Underground mine service and support workers
5,2008,8412 - Oil and gas well drilling and related workers and services operators
--,2008,8421 - Chain saw and skidder operators
--,2008,8422 - Silviculture and forestry workers
80,2008,8431 - General farm workers
--,2008,8432 - Nursery and greenhouse workers
--,2008,8442 - Trappers and hunters
5,2008,8611 - Harvesting labourers
--,2008,8612 - Landscaping and grounds maintenance labourers
--,2008,"8615 - Oil and gas drilling, servicing and related labourers"
--,2008,8616 - Logging and forestry labourers
5,2008,"9211 - Supervisors, mineral and metal processing"
30,2008,"9212 - Supervisors, petroleum, gas and chemical processing and utilities"
45,2008,"9213 - Supervisors, food, beverage and associated products processing"
15,2008,"9214 - Supervisors, plastic and rubber products manufacturing"
5,2008,"9215 - Supervisors, forest products processing"
35,2008,"9217 - Supervisors, textile, fabric, fur and leather products processing and manufacturing"
--,2008,"9221 - Supervisors, motor vehicle assembling"
15,2008,"9222 - Supervisors, electronics manufacturing"
--,2008,"9223 - Supervisors, electrical products manufacturing"
5,2008,"9224 - Supervisors, furniture and fixtures manufacturing"
5,2008,"9226 - Supervisors, other mechanical and metal products manufacturing"
10,2008,"9227 - Supervisors, other products manufacturing and assembly"
--,2008,"9231 - Central control and process operators, mineral and metal processing"
15,2008,"9232 - Petroleum, gas and chemical process operators"
25,2008,9241 - Power engineers and power systems operators
5,2008,9243 - Water and waste treatment plant operators
40,2008,"9411 - Machine operators, mineral and metal processing"
--,2008,9412 - Foundry workers
--,2008,9413 - Glass forming and finishing machine operators and glass cutters
10,2008,"9414 - Concrete, clay and stone forming operators"
--,2008,"9415 - Inspectors and testers, mineral and metal processing"
15,2008,9416 - Metalworking and forging machine operators
50,2008,9417 - Machining tool operators
5,2008,9418 - Other metal products machine operators
--,2008,9421 - Chemical plant machine operators
5,2008,9422 - Plastics processing machine operators
--,2008,9431 - Sawmill machine operators
--,2008,9433 - Papermaking and finishing machine operators
--,2008,9436 - Lumber graders and other wood processing inspectors and graders
20,2008,9437 - Woodworking machine operators
